,ID,Date,Grade,Text,Option,Size,ProductNum,FilteredText,Text_Morpheme
0,날까,2023.04.08,4,쿠폰써서 2만원정도에 6벌이면 정말 싸요. 싼만큼 마감이 안좋은 부분도 있네요. 어깨선 재봉선이 씹힌것도 있어요. 보통 100입는데 M 잘 맞네요.,"White 6-pack, 6, Medium",비공개,3569992365,쿠폰 써서 정도 벌이 정말 싸요 싼만큼 마감 안좋은 부분 있네요 어깨 재봉 씹힌것도 있어요 보통 입는데 맞네요,"[('쿠폰', 'Noun'), ('써서', 'Verb'), ('2만원', 'Number'), ('정도에', 'Foreign'), ('6', 'Number'), ('벌이', 'Noun'), ('면', 'Josa'), ('정말', 'Noun'), ('싸요', 'Verb'), ('.', 'Punctuation'), ('싼만큼', 'Verb'), ('마감', 'Noun'), ('이', 'Josa'), ('안좋은', 'Adjective'), ('부분', 'Noun'), ('도', 'Josa'), ('있네요', 'Adjective'), ('.', 'Punctuation'), ('어깨', 'Noun'), ('선', 'Noun'), ('재봉', 'Noun'), ('선', 'Noun'), ('이', 'Josa'), ('씹힌것도', 'Verb'), ('있어요', 'Adjective'), ('.', 'Punctuation'), ('보통', 'Noun'), ('100', 'Number'), ('입는데', 'Verb'), ('M', 'Alpha'), ('잘', 'Verb'), ('맞네요', 'Verb'), ('.', 'Punctuation')]"
1,newr*****,2023.03.27,5,옷에 비침도 크게 없고 사이즈도 넉넉해서 좋습니다. 이번 여름까지 무난하게 잘 입을 것 같아요.,"XX-Large, 6, White 6-pack",비공개,3569992365,비침도 크게 없고 사이즈 넉넉해서 좋습니다 여름 무난 하게 같아요,"[('옷', 'Noun'), ('에', 'Josa'), ('비침도', 'Verb'), ('크게', 'Noun'), ('없고', 'Adjective'), ('사이즈', 'Noun'), ('도', 'Josa'), ('넉넉해서', 'Adjective'), ('좋습니다', 'Adjective'), ('.', 'Punctuation'), ('이번', 'Noun'), ('여름', 'Noun'), ('까지', 'Josa'), ('무난', 'Noun'), ('하게', 'Verb'), ('잘', 'Verb'), ('입', 'Noun'), ('을', 'Josa'), ('것', 'Noun'), ('같아요', 'Adjective'), ('.', 'Punctuation')]"
2,soch*****,2023.03.31,4,잘 알려진 브랜드입니다.면이 얇고 빨면 줄기도 합니다.올 여름 편하게 입으려고 구매했습니다.잘 받았어요.감사합니다.수고하셨습니다.,"X-Large, 6, Charcoal Heather 6-pack",비공개,3569992365,알려진 브랜드 입니다면이 얇고 줄기 합니다 여름 편하게 입으려고 구매 했습니다 받았어요 감사합니다수고하셨습니다,"[('잘', 'Verb'), ('알려진', 'Verb'), ('브랜드', 'Noun'), ('입니다', 'Adjective'), ('.', 'Punctuation'), ('면', 'Noun'), ('이', 'Josa'), ('얇고', 'Adjective'), ('빨', 'Noun'), ('면', 'Josa'), ('줄기', 'Noun'), ('도', 'Josa'), ('합니다', 'Verb'), ('.', 'Punctuation'), ('올', 'Verb'), ('여름', 'Noun'), ('편하게', 'Adjective'), ('입으려고', 'Verb'), ('구매', 'Noun'), ('했습니다', 'Verb'), ('.', 'Punctuation'), ('잘', 'Verb'), ('받았어요', 'Verb'), ('.', 'Punctuation'), ('감사합니다', 'Verb'), ('.', 'Punctuation'), ('수고', 'Noun'), ('하셨습니다', 'Verb'), ('.', 'Punctuation')]"
3,2045***************,2023.03.02,5,얇아서 비침이 있으며 꽤 부드러운 재질입니다.이너로 입기 괜찮을듯,"6, Large, White 6-pack",비공개,3569992365,얇아서 비침이 있으며 부드러운 재질 입니다 입기 괜찮을듯,"[('얇아서', 'Adjective'), ('비침이', 'Verb'), ('있으며', 'Adjective'), ('꽤', 'Noun'), ('부드러운', 'Adjective'), ('재질', 'Noun'), ('입니다', 'Adjective'), ('.', 'Punctuation'), ('이', 'Determiner'), ('너', 'Noun'), ('로', 'Josa'), ('입기', 'Verb'), ('괜찮을듯', 'Adjective')]"
4,하이하이저요,2023.03.21,3,저렴하게 막 입기 좋네요생각보다 정사이즈인거 같아요 라지입는데 미듐샀더니가슴둘레가 타이트합니다우주패스 좋긴하네요,"Medium, 6, Navy 6-pack",비공개,3569992365,저렴하게 입기 좋네요 생각 보다 정사 이즈 인거 같아요 라지 입는데 샀더니 가슴 둘레 타이 합니다 우주 패스 좋긴 하네요,"[('저렴하게', 'Adjective'), ('막', 'Noun'), ('입기', 'Verb'), ('좋네요', 'Adjective'), ('생각', 'Noun'), ('보다', 'Josa'), ('정사', 'Noun'), ('이즈', 'Noun'), ('인거', 'Josa'), ('같아요', 'Adjective'), ('라지', 'Noun'), ('입는데', 'Verb'), ('미', 'Adjective'), ('듐', 'Noun'), ('샀더니', 'Verb'), ('가슴', 'Noun'), ('둘레', 'Noun'), ('가', 'Josa'), ('타이', 'Noun'), ('트', 'Noun'), ('합니다', 'Verb'), ('우주', 'Noun'), ('패스', 'Noun'), ('좋긴', 'Adjective'), ('하네요', 'Verb')]"
5,민서영둘,2023.04.10,5,105입는데 첨엔 큰가했는데 건조기 돌렸더니 많이 줄어들어서 적당합니다.,"Black 6-pack, 6, X-Large",비공개,3569992365,입는데 가했는데 건조기 돌렸더니 많이 줄어들어서 적당합니다,"[('105', 'Number'), ('입는데', 'Verb'), ('첨', 'Noun'), ('엔', 'Josa'), ('큰', 'Verb'), ('가했는데', 'Verb'), ('건조기', 'Noun'), ('돌렸더니', 'Verb'), ('많이', 'Adverb'), ('줄어들어서', 'Verb'), ('적당합니다', 'Adjective'), ('.', 'Punctuation')]"
6,tson**,2023.02.21,5,"순면 티셔츠 네 장이 한 팩으로 된 구성이고, 이 부문에서 널리 알려진 Hanes 의 제품답게 품질이 좋고 발색이 예쁩니다. 부담없이 일상생활용 혹은 가까운 곳 외출용으로 편안하게 입기 좋습니다.","Medium, Maroon 4-pack, 4",비공개,3569992365,순면 티셔츠 장이 구성 이고 부문 널리 알려진 제품 품질 좋고 발색 예쁩니다 부담 없이 일상생활 가까운 외출 편안하게 입기 좋습니다,"[('순면', 'Noun'), ('티셔츠', 'Noun'), ('네', 'Noun'), ('장이', 'Suffix'), ('한', 'Verb'), ('팩', 'Noun'), ('으로', 'Josa'), ('된', 'Verb'), ('구성', 'Noun'), ('이고', 'Josa'), (',', 'Punctuation'), ('이', 'Noun'), ('부문', 'Noun'), ('에서', 'Josa'), ('널리', 'Noun'), ('알려진', 'Verb'), ('Hanes', 'Alpha'), ('의', 'Noun'), ('제품', 'Noun'), ('답', 'Noun'), ('게', 'Josa'), ('품질', 'Noun'), ('이', 'Josa'), ('좋고', 'Adjective'), ('발색', 'Noun'), ('이', 'Josa'), ('예쁩니다', 'Adjective'), ('.', 'Punctuation'), ('부담', 'Noun'), ('없이', 'Adverb'), ('일상생활', 'Noun'), ('용', 'Noun'), ('혹은', 'Adverb'), ('가까운', 'Adjective'), ('곳', 'Noun'), ('외출', 'Noun'), ('용', 'Noun'), ('으로', 'Josa'), ('편안하게', 'Adjective'), ('입기', 'Verb'), ('좋습니다', 'Adjective'), ('.', 'Punctuation')]"
7,pjsk*,2023.03.30,4,중1 아들 교복안에 입어요기본 면티 면은 토톰하지난 마감이 약간 부족하면 있어요,"Medium, 4, Black 4-pack",비공개,3569992365,아들 교복 입어요 기본 면티 면은 토톰 하지난 마감 부족하면 있어요,"[('중', 'Noun'), ('1', 'Number'), ('아들', 'Noun'), ('교복', 'Noun'), ('안', 'Noun'), ('에', 'Josa'), ('입어요', 'Verb'), ('기본', 'Noun'), ('면티', 'Noun'), ('면은', 'Eomi'), ('토톰', 'Noun'), ('하지난', 'Verb'), ('마감', 'Noun'), ('이', 'Josa'), ('약간', 'Noun'), ('부족하면', 'Adjective'), ('있어요', 'Adjective')]"
8,jik1***,2023.04.21,5,한국 면티에비에 좀 거친느낌이 있긴 하지만 가성비좋고 막입는용도로 대량규매한다면 추천합니다.,0,"3X-Large, White 6-pack, 6",3569992365,한국 면티 거친 느낌 있긴 가성 좋고 입는용 도로 대량 규매 추천 합니다,"[('한국', 'Noun'), ('면티', 'Noun'), ('에', 'Josa'), ('비', 'Noun'), ('에', 'Josa'), ('좀', 'Noun'), ('거친', 'Verb'), ('느낌', 'Noun'), ('이', 'Josa'), ('있긴', 'Adjective'), ('하지만', 'Conjunction'), ('가성', 'Noun'), ('비', 'Noun'), ('좋고', 'Adjective'), ('막', 'Noun'), ('입는용', 'Verb'), ('도로', 'Noun'), ('대량', 'Noun'), ('규매', 'Noun'), ('한', 'Josa'), ('다', 'Adverb'), ('면', 'Noun'), ('추천', 'Noun'), ('합니다', 'Verb'), ('.', 'Punctuation')]"
9,kwan********,2021.11.24,5,두번째 구매입니다. 엑스라지는 많이 커서 라지로 또 구매,0,"Large, White",3569992365,두번째 구매 입니다 엑스 라지 많이 커서 라지 구매,"[('두번째', 'Noun'), ('구매', 'Noun'), ('입니다', 'Adjective'), ('.', 'Punctuation'), ('엑스', 'Noun'), ('라지', 'Noun'), ('는', 'Josa'), ('많이', 'Adverb'), ('커서', 'Noun'), ('라지', 'Noun'), ('로', 'Josa'), ('또', 'Noun'), ('구매', 'Noun')]"
10,cjys***,2023.04.29,5,작년에 입어보고 좋아서 올해 또 구매했어요..넘좋네요,0,0,3569992365,작년 입어보고 좋아서 올해 구매 좋네요,"[('작년', 'Noun'), ('에', 'Josa'), ('입어보고', 'Verb'), ('좋아서', 'Adjective'), ('올해', 'Noun'), ('또', 'Noun'), ('구매', 'Noun'), ('했어요', 'Verb'), ('..', 'Punctuation'), ('넘', 'Verb'), ('좋네요', 'Adjective')]"
11,jill**,2023.04.15,5,면티 잘받았어요해마다 구입하는데 잘받았어요.,0,0,3569992365,면티 받았어요 해마다 구입 하는데 받았어요,"[('면티', 'Noun'), ('잘', 'VerbPrefix'), ('받았어요', 'Verb'), ('해마다', 'Adverb'), ('구입', 'Noun'), ('하는데', 'Verb'), ('잘', 'VerbPrefix'), ('받았어요', 'Verb'), ('.', 'Punctuation')]"
12,작은나무숲,2023.03.21,4,다 좋은데 목뒤에 상표가 조금 거슬려요..,0,0,3569992365,좋은데 목뒤 상표 거슬려요,"[('다', 'Adverb'), ('좋은데', 'Adjective'), ('목뒤', 'Noun'), ('에', 'Josa'), ('상표', 'Noun'), ('가', 'Josa'), ('조금', 'Noun'), ('거슬려요', 'Verb'), ('..', 'Punctuation')]"
13,까메론디아즈,2022.05.27,5,쌀국의 엑스라지는 우리의 엑스라지와 마이 다르네요 까슬하니 시원할거같고 벌크로 돌려입어도 되겠어요 매일 하나로 똑같은것만 입는다고 오해하지 말아주세요 ㅎㅎㅎ 감사합니다,0,0,3569992365,쌀국 엑스 라지 엑스 라지 마이 다르네요 까슬하니 시원할거 같고 크로 돌려 입어도 되겠어요 매일 하나로 똑같은 입는다고 오해 하지 말아주세요 감사합니다,"[('쌀국', 'Noun'), ('의', 'Josa'), ('엑스', 'Noun'), ('라지', 'Noun'), ('는', 'Josa'), ('우리', 'Noun'), ('의', 'Josa'), ('엑스', 'Noun'), ('라지', 'Noun'), ('와', 'Josa'), ('마이', 'Noun'), ('다르네요', 'Adjective'), ('까슬하니', 'Adjective'), ('시원할거', 'Adjective'), ('같고', 'Adjective'), ('벌', 'Noun'), ('크로', 'Verb'), ('돌려', 'Verb'), ('입어도', 'Verb'), ('되겠어요', 'Verb'), ('매일', 'Noun'), ('하나로', 'Noun'), ('똑같은', 'Adjective'), ('것', 'Noun'), ('만', 'Josa'), ('입는다고', 'Verb'), ('오해', 'Noun'), ('하지', 'Verb'), ('말아주세요', 'Verb'), ('ㅎㅎㅎ', 'KoreanParticle'), ('감사합니다', 'Verb')]"
14,nonn***,2022.04.26,5,새탁은 아직 해보지는 않았지만 건조기는 어느정도 줄어들걸 예상하고 구매하였습니다. 170에 90인데 엑스라지가 약간 내려옵니다. 어때는 맞는듯 합니다.,0,0,3569992365,아직 해보지는 않았지만 건조기 정도 줄어들 예상 하고 구매 하였습니다 인데 엑스 라지 내려옵니다 어때는 맞는듯 합니다,"[('새', 'Modifier'), ('탁', 'Noun'), ('은', 'Josa'), ('아직', 'Adverb'), ('해보지는', 'Verb'), ('않았지만', 'Verb'), ('건조기', 'Noun'), ('는', 'Josa'), ('어느', 'Modifier'), ('정도', 'Noun'), ('줄어들', 'Verb'), ('걸', 'Noun'), ('예상', 'Noun'), ('하고', 'Josa'), ('구매', 'Noun'), ('하였습니다', 'Verb'), ('.', 'Punctuation'), ('170', 'Number'), ('에', 'Josa'), ('90', 'Number'), ('인데', 'Josa'), ('엑스', 'Noun'), ('라지', 'Noun'), ('가', 'Josa'), ('약간', 'Noun'), ('내려옵니다', 'Verb'), ('.', 'Punctuation'), ('어때는', 'Adjective'), ('맞는듯', 'Verb'), ('합니다', 'Verb'), ('.', 'Punctuation')]"
15,jwya******,2022.10.01,4,"우주패스 쿠폰 적용해서 장당 4천꼴로 구입두께는 얇은 편인데, 얇아서 속이 비치는 정도는 아님.셔츠 아래에 받쳐입을 용도로 구입했는데, 적당함 약간 까슬까슬한 느낌이 있고, 내부 실 마감이 지저분하게 되어있음.가성비는 만족함",0,0,3569992365,우주 패스 쿠폰 적용 해서 구입 두께 얇은 인데 얇아서 속이 비치는 정도 아님 셔츠 아래 받쳐 용도 구입 했는데 적당함 까슬까슬 느낌 있고 내부 마감 지저분하게 되어있음 가성 비는 만족함,"[('우주', 'Noun'), ('패스', 'Noun'), ('쿠폰', 'Noun'), ('적용', 'Noun'), ('해서', 'Verb'), ('장', 'Noun'), ('당', 'Suffix'), ('4천', 'Number'), ('꼴로', 'Foreign'), ('구입', 'Noun'), ('두께', 'Noun'), ('는', 'Josa'), ('얇은', 'Adjective'), ('편', 'Noun'), ('인데', 'Josa'), (',', 'Punctuation'), ('얇아서', 'Adjective'), ('속이', 'Verb'), ('비치는', 'Verb'), ('정도', 'Noun'), ('는', 'Josa'), ('아님', 'Adjective'), ('.', 'Punctuation'), ('셔츠', 'Noun'), ('아래', 'Noun'), ('에', 'Josa'), ('받쳐', 'Verb'), ('입', 'Noun'), ('을', 'Josa'), ('용도', 'Noun'), ('로', 'Josa'), ('구입', 'Noun'), ('했는데', 'Verb'), (',', 'Punctuation'), ('적당함', 'Adjective'), ('약간', 'Noun'), ('까슬까슬', 'Noun'), ('한', 'Josa'), ('느낌', 'Noun'), ('이', 'Josa'), ('있고', 'Adjective'), (',', 'Punctuation'), ('내부', 'Noun'), ('실', 'Noun'), ('마감', 'Noun'), ('이', 'Josa'), ('지저분하게', 'Adjective'), ('되어있음', 'Verb'), ('.', 'Punctuation'), ('가성', 'Noun'), ('비는', 'Verb'), ('만족함', 'Adjective')]"
16,블러디베리,2022.05.21,5,주문 5월17일배송 5월21일6개 한세트 비닐포장 1개로 되어왔으며살짝 새 제품 냄새가 납니다여름용으로 적당히 까슬한 느낌이라 만족스럽네요편하게 운동할때나 집에서 편하게 입는 용으로 추천합니다,0,0,3569992365,주문 배송 일개 세트 비닐 포장 되어 왔으며 살짝 제품 냄새 납니다 여름 적당히 까슬한 느낌 이라 만족스럽네요 편하게 운동 편하게 입는 추천 합니다,"[('주문', 'Noun'), ('5월', 'Number'), ('17일', 'Number'), ('배송', 'Foreign'), ('5월', 'Number'), ('21일', 'Number'), ('6', 'Number'), ('개', 'Noun'), ('한', 'Determiner'), ('세트', 'Noun'), ('비닐', 'Noun'), ('포장', 'Noun'), ('1', 'Number'), ('개', 'Noun'), ('로', 'Josa'), ('되어', 'Verb'), ('왔으며', 'Verb'), ('살짝', 'Noun'), ('새', 'Noun'), ('제품', 'Noun'), ('냄새', 'Noun'), ('가', 'Josa'), ('납니다', 'Verb'), ('여름', 'Noun'), ('용', 'Noun'), ('으로', 'Josa'), ('적당히', 'Adjective'), ('까슬한', 'Adjective'), ('느낌', 'Noun'), ('이라', 'Josa'), ('만족스럽네요', 'Adjective'), ('편하게', 'Adjective'), ('운동', 'Noun'), ('할', 'Verb'), ('때', 'Noun'), ('나', 'Josa'), ('집', 'Noun'), ('에서', 'Josa'), ('편하게', 'Adjective'), ('입는', 'Verb'), ('용', 'Noun'), ('으로', 'Josa'), ('추천', 'Noun'), ('합니다', 'Verb')]"
17,oks1*************,2022.11.14,4,미국에서 반팔티사면 딱 느껴지는 그 거친 질감입니다. 여름에 입기에 좋은 시원한 느낌. 운동용도 좋고 이너로는 별로입니다. 105입으면 딱맞는 느낌인데 이건 M사이즈가 살짝 넉넉하네요. 몸통 두꺼우면 105딱맞습니다.,0,0,3569992365,미국 사면 느껴지는 거친 질감 입니다 여름 입기에 좋은 시원한 느낌 운동 용도 좋고 로는 별로 입니다 입으면 맞는 느낌 인데 이건 사이즈 살짝 넉넉하네요 몸통 두꺼우면 맞습니다,"[('미국', 'Noun'), ('에서', 'Josa'), ('반', 'Modifier'), ('팔', 'Modifier'), ('티', 'Noun'), ('사면', 'Noun'), ('딱', 'Adverb'), ('느껴지는', 'Verb'), ('그', 'Noun'), ('거친', 'Verb'), ('질감', 'Noun'), ('입니다', 'Adjective'), ('.', 'Punctuation'), ('여름', 'Noun'), ('에', 'Josa'), ('입기에', 'Verb'), ('좋은', 'Adjective'), ('시원한', 'Adjective'), ('느낌', 'Noun'), ('.', 'Punctuation'), ('운동', 'Noun'), ('용도', 'Noun'), ('좋고', 'Adjective'), ('이', 'Determiner'), ('너', 'Noun'), ('로는', 'Josa'), ('별로', 'Noun'), ('입니다', 'Adjective'), ('.', 'Punctuation'), ('105', 'Number'), ('입으면', 'Verb'), ('딱', 'VerbPrefix'), ('맞는', 'Verb'), ('느낌', 'Noun'), ('인데', 'Josa'), ('이건', 'Noun'), ('M', 'Alpha'), ('사이즈', 'Noun'), ('가', 'Josa'), ('살짝', 'Noun'), ('넉넉하네요', 'Adjective'), ('.', 'Punctuation'), ('몸통', 'Noun'), ('두꺼우면', 'Adjective'), ('105', 'Number'), ('딱', 'VerbPrefix'), ('맞습니다', 'Verb'), ('.', 'Punctuation')]"
18,egsi***,2022.07.11,5,110 사이즈를 입어서 2xl 를 구입했는데 한국 사이즈와 비교시 2사이즈 작게 구입하는게 좋겠습니다.  L사이즈 정도가 맞을거 같아요. 건조기 돌려서 한 사이즈라고 줄면 좋겠네요 옷의 질은 만족합니다,0,0,3569992365,사이즈 입어서 구입 했는데 한국 사이즈 비교 사이즈 작게 구입 하는게 좋겠습니다 사이즈 정도 맞을거 같아요 건조기 돌려서 사이즈 라고 좋겠네요 만족합니다,"[('110', 'Number'), ('사이즈', 'Noun'), ('를', 'Josa'), ('입어서', 'Verb'), ('2', 'Number'), ('xl', 'Alpha'), ('를', 'Noun'), ('구입', 'Noun'), ('했는데', 'Verb'), ('한국', 'Noun'), ('사이즈', 'Noun'), ('와', 'Josa'), ('비교', 'Noun'), ('시', 'Noun'), ('2', 'Number'), ('사이즈', 'Noun'), ('작게', 'Adjective'), ('구입', 'Noun'), ('하는게', 'Verb'), ('좋겠습니다', 'Adjective'), ('.', 'Punctuation'), ('L', 'Alpha'), ('사이즈', 'Noun'), ('정도', 'Noun'), ('가', 'Josa'), ('맞을거', 'Verb'), ('같아요', 'Adjective'), ('.', 'Punctuation'), ('건조기', 'Noun'), ('돌려서', 'Verb'), ('한', 'Verb'), ('사이즈', 'Noun'), ('라고', 'Josa'), ('줄', 'Noun'), ('면', 'Josa'), ('좋겠네요', 'Adjective'), ('옷', 'Noun'), ('의', 'Josa'), ('질', 'Noun'), ('은', 'Josa'), ('만족합니다', 'Adjective')]"
19,이태원김혜수,2022.03.15,4,"10년 전에 여러장 구매해서 정말 잘 입었구요,, 한 장 두 장 자꾸 헤져서 미리 구매합니다. 헤지스 면이 톡톡하니 좋은 데 중국에서 만든 게 아니라 다행이네요 ㅎㅎ",0,0,3569992365,여러 구매 해서 정말 입었구요 자꾸 헤져 미리 구매 합니다 헤지 톡톡하니 좋은 중국 만든 아니라 다행 이네,"[('10년', 'Number'), ('전', 'Noun'), ('에', 'Josa'), ('여러', 'Modifier'), ('장', 'Noun'), ('구매', 'Noun'), ('해서', 'Verb'), ('정말', 'Noun'), ('잘', 'Verb'), ('입었구요', 'Verb'), (',,', 'Punctuation'), ('한', 'Verb'), ('장', 'Noun'), ('두', 'Noun'), ('장', 'Noun'), ('자꾸', 'Noun'), ('헤져', 'Noun'), ('서', 'Josa'), ('미리', 'Noun'), ('구매', 'Noun'), ('합니다', 'Verb'), ('.', 'Punctuation'), ('헤지', 'Noun'), ('스', 'Noun'), ('면', 'Noun'), ('이', 'Josa'), ('톡톡하니', 'Adjective'), ('좋은', 'Adjective'), ('데', 'Noun'), ('중국', 'Noun'), ('에서', 'Josa'), ('만든', 'Verb'), ('게', 'Noun'), ('아니라', 'Adjective'), ('다행', 'Noun'), ('이네', 'Josa'), ('요', 'Noun'), ('ㅎㅎ', 'KoreanParticle')]"
20,코랄라니,2022.04.19,5,남자친구 주려고 샀어요 사이즈큼직하고 면이 빳빳하지 않아서 좋아요 잘 입어질것 같아요 유니클로에서 샀으면 두세배 비쌌을텐데 퀄은 떨어져도 가성비 좋은 것 같아요,0,0,3569992365,남자친구 려고 샀어요 사이즈 큼직하고 빳빳하 않아서 좋아요 입어질 같아요 유니클로 샀으면 세배 비쌌을텐데 떨어져도 가성 좋은 같아요,"[('남자친구', 'Noun'), ('주', 'Modifier'), ('려고', 'Noun'), ('샀어요', 'Verb'), ('사이즈', 'Noun'), ('큼직하고', 'Adjective'), ('면', 'Noun'), ('이', 'Josa'), ('빳빳하', 'Noun'), ('지', 'Josa'), ('않아서', 'Verb'), ('좋아요', 'Adjective'), ('잘', 'Verb'), ('입어질', 'Verb'), ('것', 'Noun'), ('같아요', 'Adjective'), ('유니클로', 'Noun'), ('에서', 'Josa'), ('샀으면', 'Verb'), ('두', 'Determiner'), ('세배', 'Noun'), ('비쌌을텐데', 'Adjective'), ('퀄', 'Noun'), ('은', 'Josa'), ('떨어져도', 'Verb'), ('가성', 'Noun'), ('비', 'Noun'), ('좋은', 'Adjective'), ('것', 'Noun'), ('같아요', 'Adjective')]"
21,ocha***,2022.05.28,5,두께 양호 싸이즈 양호 저렴한 가격에 6장 득템 했습니다 만족스러워요다만 목뒤 상표는 한번 빨아보니 거의 손으로 떨어져나갑니다 참고하세요,0,0,3569992365,두께 양호 싸이 양호 저렴한 가격 득템 했습니다 만족스러워요 목뒤 상표 한번 아보 떨어져 나갑니다 참고 하세요,"[('두께', 'Noun'), ('양호', 'Noun'), ('싸이', 'Noun'), ('즈', 'Modifier'), ('양호', 'Noun'), ('저렴한', 'Adjective'), ('가격', 'Noun'), ('에', 'Josa'), ('6', 'Number'), ('장', 'Noun'), ('득템', 'Noun'), ('했습니다', 'Verb'), ('만족스러워요', 'Adjective'), ('다만', 'Noun'), ('목뒤', 'Noun'), ('상표', 'Noun'), ('는', 'Josa'), ('한번', 'Noun'), ('빨', 'Noun'), ('아보', 'Noun'), ('니', 'Josa'), ('거의', 'Noun'), ('손', 'Noun'), ('으로', 'Josa'), ('떨어져', 'Verb'), ('나갑니다', 'Verb'), ('참고', 'Noun'), ('하세요', 'Verb')]"
22,쁘뜨리,2022.01.03,5,가성비좋은 상품이네요.173 .62키로 L사이즈 세탁하니 좀줄었지만 잘맞습니다.,0,0,3569992365,가성 좋은 상품 이네 키로 사이즈 세탁 하니 좀줄었지만 잘맞습니다,"[('가성', 'Noun'), ('비', 'Noun'), ('좋은', 'Adjective'), ('상품', 'Noun'), ('이네', 'Josa'), ('요', 'Noun'), ('.', 'Punctuation'), ('173', 'Number'), ('.', 'Punctuation'), ('62', 'Number'), ('키로', 'Suffix'), ('L', 'Alpha'), ('사이즈', 'Noun'), ('세탁', 'Noun'), ('하니', 'Verb'), ('좀줄었지만', 'Adjective'), ('잘맞습니다', 'Adjective'), ('.', 'Punctuation')]"
23,슈퍼짜짜,2022.05.28,5,"재질이 조금 뻣뻣한감도 있지만 입기에는 크게 불편함은 없습니다. 남자 174cm, 78kg인데 xl 아주약간 오버핏 느낌으로 입을수 있습니다.",0,0,3569992365,재질 뻣뻣한 감도 있지만 입기에는 크게 불편함은 없습니다 남자 인데 아주 버핏 느낌 입을수 있습니다,"[('재질', 'Noun'), ('이', 'Josa'), ('조금', 'Noun'), ('뻣뻣한', 'Adjective'), ('감도', 'Verb'), ('있지만', 'Adjective'), ('입기에는', 'Verb'), ('크게', 'Noun'), ('불편함은', 'Adjective'), ('없습니다', 'Adjective'), ('.', 'Punctuation'), ('남자', 'Noun'), ('174', 'Number'), ('cm', 'Alpha'), (',', 'Punctuation'), ('78', 'Number'), ('kg', 'Alpha'), ('인데', 'Josa'), ('xl', 'Alpha'), ('아주', 'Noun'), ('약간', 'Noun'), ('오', 'Modifier'), ('버핏', 'Noun'), ('느낌', 'Noun'), ('으로', 'Josa'), ('입을수', 'Adjective'), ('있습니다', 'Adjective'), ('.', 'Punctuation')]"
24,wate**,2022.06.08,5,생각보다 질이 상당히 좋네요 적당히 보드랍고 좋습니다. 대신 미국 사이즈라 그런가 기장이 아주 조금 깁니다. 그래도 품질이 좋네요.,0,0,3569992365,생각 보다 상당히 좋네요 적당히 보드랍고 좋습니다 대신 미국 사이즈 런가 기장 아주 깁니다 품질 좋네요,"[('생각', 'Noun'), ('보다', 'Josa'), ('질', 'Noun'), ('이', 'Josa'), ('상당히', 'Adjective'), ('좋네요', 'Adjective'), ('적당히', 'Adjective'), ('보드랍고', 'Adjective'), ('좋습니다', 'Adjective'), ('.', 'Punctuation'), ('대신', 'Noun'), ('미국', 'Noun'), ('사이즈', 'Noun'), ('라', 'Josa'), ('그', 'Determiner'), ('런가', 'Noun'), ('기장', 'Noun'), ('이', 'Josa'), ('아주', 'Noun'), ('조금', 'Noun'), ('깁니다', 'Verb'), ('.', 'Punctuation'), ('그래도', 'Adverb'), ('품질', 'Noun'), ('이', 'Josa'), ('좋네요', 'Adjective'), ('.', 'Punctuation')]"
25,elry***,2022.07.24,5,생각했던 것보다 얇은데 엄청 얇은 건 아니라 괜찮아요. L사이즈가 한국 105정도 되는 것 같아요. 핫딜가로 저렴하게 구매해서 만족합니다.,0,0,3569992365,생각 했던 보다 얇은데 엄청 얇은 아니라 괜찮아요 사이즈 한국 정도 되는 같아요 핫딜 저렴하게 구매 해서 만족합니다,"[('생각', 'Noun'), ('했던', 'Verb'), ('것', 'Noun'), ('보다', 'Josa'), ('얇은데', 'Adjective'), ('엄청', 'Adverb'), ('얇은', 'Adjective'), ('건', 'Noun'), ('아니라', 'Adjective'), ('괜찮아요', 'Adjective'), ('.', 'Punctuation'), ('L', 'Alpha'), ('사이즈', 'Noun'), ('가', 'Josa'), ('한국', 'Noun'), ('105', 'Number'), ('정도', 'Noun'), ('되는', 'Verb'), ('것', 'Noun'), ('같아요', 'Adjective'), ('.', 'Punctuation'), ('핫딜가', 'Noun'), ('로', 'Josa'), ('저렴하게', 'Adjective'), ('구매', 'Noun'), ('해서', 'Verb'), ('만족합니다', 'Adjective'), ('.', 'Punctuation')]"
